,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
aurelionsol,,51.10%,51.10%,51.10%,,,51.10%,51.10%,,,,51.10%,,,,,,,,,51.10%,51.10%,51.10%,,51.10%,,,51.10%,,,,,,51.10%,51.10%,51.10%,,,51.10%,,,,,51.10%,,51.10%,,,,,51.10%,,,,,,,51.10%,51.10%,51.10%,,51.10%,,,,,,51.10%,,,,51.10%,,,51.10%,51.10%,51.10%,,,,,51.10%,51.10%,,,,51.10%,,,,,,51.10%,,,,,51.10%,51.10%,,,,,,,,,,51.10%,,,,,,,,,,,,,51.10%,,,51.10%,51.10%,51.10%,,51.10%,51.10%,,,,51.10%,,,51.10%,,,,,,51.10%,51.10%,51.10%,,,51.10%,51.10%,,,51.10%,,51.10%,,51.10%,51.10%,,,,51.10%,,51.10%,,51.10%,
azir,,47.27%,47.27%,47.27%,,,47.27%,47.27%,,,47.27%,,,,,,,,,,47.27%,47.27%,47.27%,,47.27%,,,47.27%,,,,,,47.27%,47.27%,47.27%,,,47.27%,,,,,47.27%,,47.27%,,,,,47.27%,,,,,,,47.27%,47.27%,47.27%,,47.27%,,,,,,47.27%,,,,47.27%,,,47.27%,47.27%,47.27%,,,,,47.27%,47.27%,,,,47.27%,,,,,,47.27%,,,,,47.27%,47.27%,,,,,,,,,,47.27%,,,,,,,,,,,,,47.27%,,,47.27%,47.27%,47.27%,,47.27%,47.27%,,,,47.27%,,,47.27%,,,,,,47.27%,47.27%,47.27%,,,47.27%,47.27%,,,47.27%,,47.27%,,47.27%,47.27%,,,,47.27%,,47.27%,,47.27%,
bard,,,,,51.04%,,,,,51.04%,,,,,51.04%,51.04%,51.04%,,,,,,,,,,,,51.04%,,,51.04%,,,51.04%,,,,,,,,,51.04%,,,,51.04%,,,,,,,,51.04%,,,,,,,,,,,,51.04%,,51.04%,,,,51.04%,51.04%,,,51.04%,51.04%,,,51.04%,,51.04%,,51.04%,51.04%,51.04%,,,,,,,51.04%,51.04%,51.04%,,,51.04%,,,51.04%,51.04%,,,,,,,,51.04%,51.04%,,51.04%,51.04%,,,,,,,51.04%,51.04%,51.04%,51.04%,,51.04%,,,51.04%,51.04%,51.04%,,,,,,,,,,,51.04%,,,,,,,,51.04%,,51.04%,,,,,51.04%,,,,,51.04%,51.04%,51.04%
belveth,,,,,,51.17%,,,,,,,,,,,,51.17%,,,,,,,51.17%,,51.17%,51.17%,51.17%,51.17%,,51.17%,,,,,,,51.17%,51.17%,51.17%,51.17%,,,,,51.17%,,51.17%,51.17%,,,,,,,51.17%,,,,51.17%,,51.17%,51.17%,,,,,51.17%,,51.17%,,,,,,,,,,,,51.17%,,,,,51.17%,,51.17%,51.17%,,,,51.17%,51.17%,,51.17%,,,51.17%,51.17%,,,,51.17%,,,,,51.17%,,,,51.17%,,51.17%,,,,51.17%,,,,,,,,51.17%,51.17%,,,,,51.17%,,,,51.17%,,,,,,,51.17%,51.17%,,,51.17%,51.17%,51.17%,,,51.17%,,,,,51.17%,51.17%,,,,,51.17%
blitzcrank,,,,,50.76%,,,,,50.76%,,,50.76%,,,50.76%,50.76%,,,,,,,,,,,,50.76%,,,50.76%,,,50.76%,,,,,,,,,50.76%,,,,50.76%,,,,,,,,50.76%,,,,,,,,,,,,50.76%,,50.76%,,,,50.76%,50.76%,,,50.76%,50.76%,,,50.76%,,50.76%,,50.76%,50.76%,50.76%,,,,,,,50.76%,50.76%,50.76%,,,50.76%,,,50.76%,50.76%,,,,,,,,50.76%,50.76%,,50.76%,50.76%,,,,,,,50.76%,50.76%,50.76%,50.76%,,50.76%,,,50.76%,50.76%,50.76%,,,,,,,,,,,50.76%,,,,,,,,50.76%,,50.76%,,,,,50.76%,,,,,50.76%,50.76%,50.76%
brand,,,,,48.81%,,,,,48.81%,,,48.81%,,48.81%,,48.81%,,,,,,,,,,,,48.81%,,,48.81%,,,48.81%,,,,,,,,,48.81%,,,,48.81%,,,,,,,,48.81%,,,,,,,,,,,,48.81%,,48.81%,,,,48.81%,48.81%,,,48.81%,48.81%,,,48.81%,,48.81%,,48.81%,48.81%,48.81%,,,,,,,48.81%,48.81%,48.81%,,,48.81%,,,48.81%,48.81%,,,,,,,,48.81%,48.81%,,48.81%,48.81%,,,,,,,48.81%,48.81%,48.81%,48.81%,,48.81%,,,48.81%,48.81%,48.81%,,,,,,,,,,,48.81%,,,,,,,,48.81%,,48.81%,,,,,48.81%,,,,,48.81%,48.81%,48.81%
braum,,,,,52.49%,,,,,52.49%,,,52.49%,,52.49%,52.49%,,,,,,,,,,,,,52.49%,,,52.49%,,,52.49%,,,,,,,,,52.49%,,,,52.49%,,,,,,,,52.49%,,,,,,,,,,,,52.49%,,52.49%,,,,52.49%,52.49%,,,52.49%,52.49%,,,52.49%,,52.49%,,52.49%,52.49%,52.49%,,,,,,,52.49%,52.49%,52.49%,,,52.49%,,,52.49%,52.49%,,,,,,,,52.49%,52.49%,,52.49%,52.49%,,,,,,,52.49%,52.49%,52.49%,52.49%,,52.49%,,,52.49%,52.49%,52.49%,,,,,,,,,,,52.49%,,,,,,,,52.49%,,52.49%,,,,,52.49%,,,,,52.49%,52.49%,52.49%
briar,,,,,,52.59%,,,,,,,,52.59%,,,,,,,,,,,52.59%,,52.59%,52.59%,52.59%,52.59%,,52.59%,,,,,,,52.59%,52.59%,52.59%,52.59%,,,,,52.59%,,52.59%,52.59%,,,,,,,52.59%,,,,52.59%,,52.59%,52.59%,,,,,52.59%,,52.59%,,,,,,,,,,,,52.59%,,,,,52.59%,,52.59%,52.59%,,,,52.59%,52.59%,,52.59%,,,52.59%,52.59%,,,,52.59%,,,,,52.59%,,,,52.59%,,52.59%,,,,52.59%,,,,,,,,52.59%,52.59%,,,,,52.59%,,,,52.59%,,,,,,,52.59%,52.59%,,,52.59%,52.59%,52.59%,,,52.59%,,,,,52.59%,52.59%,,,,,52.59%
caitlyn,,,,,,,,,49.89%,49.89%,,,,,,,,,,,,,49.89%,,,49.89%,,,,,49.89%,,,,,,,,,,,,,49.89%,,,,,,,,49.89%,49.89%,49.89%,49.89%,,,,,,,,,,,49.89%,,,,,,,49.89%,,,,,,,49.89%,,,,,,,,,49.89%,,,,,,,,,,,,,,,,,,,,,49.89%,,49.89%,49.89%,,,,,,,49.89%,,49.89%,,,49.89%,,,,,,,,,49.89%,,,,49.89%,,,49.89%,49.89%,,,,,,,,,,49.89%,49.89%,,,49.89%,,,,,,49.89%,49.89%,,,
camille,51.15%,,51.15%,,,,,,,,,,,,,,,,,,51.15%,51.15%,,51.15%,,,51.15%,,,,,,51.15%,,51.15%,51.15%,51.15%,51.15%,51.15%,,51.15%,,51.15%,,51.15%,51.15%,,,,51.15%,51.15%,,,,,,,,,51.15%,,51.15%,,,51.15%,,51.15%,,,,,,,,,51.15%,,,,,51.15%,,,,51.15%,,,,,,,51.15%,,51.15%,51.15%,51.15%,,,51.15%,,,,,,51.15%,,51.15%,51.15%,51.15%,,,,,51.15%,,51.15%,,51.15%,51.15%,,,,,,,51.15%,,51.15%,,,,51.15%,,,51.15%,51.15%,,,51.15%,51.15%,51.15%,51.15%,,,,,,,51.15%,51.15%,51.15%,51.15%,,,,51.15%,51.15%,51.15%,,51.15%,,,,,,
cassiopeia,,51.10%,51.10%,51.10%,,,51.10%,51.10%,,,51.10%,51.10%,,,,,,,,,,51.10%,51.10%,,51.10%,,,51.10%,,,,,,51.10%,51.10%,51.10%,,,51.10%,,,,,51.10%,,51.10%,,,,,51.10%,,,,,,,51.10%,51.10%,51.10%,,51.10%,,,,,,51.10%,,,,51.10%,,,51.10%,51.10%,51.10%,,,,,51.10%,51.10%,,,,51.10%,,,,,,51.10%,,,,,51.10%,51.10%,,,,,,,,,,51.10%,,,,,,,,,,,,,51.10%,,,51.10%,51.10%,51.10%,,51.10%,51.10%,,,,51.10%,,,51.10%,,,,,,51.10%,51.10%,51.10%,,,51.10%,51.10%,,,51.10%,,51.10%,,51.10%,51.10%,,,,51.10%,,51.10%,,51.10%,
chogath,51.77%,,51.77%,,,,,,,,,,,,,,,,,51.77%,51.77%,,,51.77%,,,51.77%,,,,,,51.77%,,51.77%,51.77%,51.77%,51.77%,51.77%,,51.77%,,51.77%,,51.77%,51.77%,,,,51.77%,51.77%,,,,,,,,,51.77%,,51.77%,,,51.77%,,51.77%,,,,,,,,,51.77%,,,,,51.77%,,,,51.77%,,,,,,,51.77%,,51.77%,51.77%,51.77%,,,51.77%,,,,,,51.77%,,51.77%,51.77%,51.77%,,,,,51.77%,,51.77%,,51.77%,51.77%,,,,,,,51.77%,,51.77%,,,,51.77%,,,51.77%,51.77%,,,51.77%,51.77%,51.77%,51.77%,,,,,,,51.77%,51.77%,51.77%,51.77%,,,,51.77%,51.77%,51.77%,,51.77%,,,,,,
corki,,,,,,,,,49.50%,49.50%,,,,,,,,,49.50%,,,,,,,49.50%,,,,,49.50%,,,,,,,,,,,,,49.50%,,,,,,,,49.50%,49.50%,49.50%,49.50%,,,,,,,,,,,49.50%,,,,,,,49.50%,,,,,,,49.50%,,,,,,,,,49.50%,,,,,,,,,,,,,,,,,,,,,49.50%,,49.50%,49.50%,,,,,,,49.50%,,49.50%,,,49.50%,,,,,,,,,49.50%,,,,49.50%,,,49.50%,49.50%,,,,,,,,,,49.50%,49.50%,,,49.50%,,,,,,49.50%,49.50%,,,
darius,50.08%,,50.08%,,,,,,,,,,,,,,,,,50.08%,50.08%,50.08%,,,,,50.08%,,,,,,50.08%,,50.08%,50.08%,50.08%,50.08%,50.08%,,50.08%,,50.08%,,50.08%,50.08%,,,,50.08%,50.08%,,,,,,,,,50.08%,,50.08%,,,50.08%,,50.08%,,,,,,,,,50.08%,,,,,50.08%,,,,50.08%,,,,,,,50.08%,,50.08%,50.08%,50.08%,,,50.08%,,,,,,50.08%,,50.08%,50.08%,50.08%,,,,,50.08%,,50.08%,,50.08%,50.08%,,,,,,,50.08%,,50.08%,,,,50.08%,,,50.08%,50.08%,,,50.08%,50.08%,50.08%,50.08%,,,,,,,50.08%,50.08%,50.08%,50.08%,,,,50.08%,50.08%,50.08%,,50.08%,,,,,,
diana,,,,,,51.16%,,,,,,,,51.16%,,,,51.16%,,,,,,,,,51.16%,51.16%,51.17%,51.16%,,51.16%,,,,,,,51.16%,51.16%,51.16%,51.16%,,,,,51.16%,,51.16%,51.16%,,,,,,,51.16%,,,,51.17%,,51.16%,51.17%,,,,,51.16%,,51.16%,,,,,,,,,,,,51.16%,,,,,51.16%,,51.16%,51.16%,,,,51.17%,51.16%,,51.16%,,,51.16%,51.17%,,,,51.16%,,,,,51.16%,,,,51.16%,,51.17%,,,,51.16%,,,,,,,,51.17%,51.16%,,,,,51.16%,,,,51.16%,,,,,,,51.16%,51.16%,,,51.16%,51.16%,51.17%,,,51.17%,,,,,51.16%,51.16%,,,,,51.16%
draven,,,,,,,,,49.64%,49.64%,,,,,,,,,49.64%,,,,49.64%,,,,,,,,49.64%,,,,,,,,,,,,,49.64%,,,,,,,,49.64%,49.64%,49.64%,49.64%,,,,,,,,,,,49.64%,,,,,,,49.64%,,,,,,,49.64%,,,,,,,,,49.64%,,,,,,,,,,,,,,,,,,,,,49.64%,,49.64%,49.64%,,,,,,,49.64%,,49.64%,,,49.64%,,,,,,,,,49.64%,,,,49.64%,,,49.64%,49.64%,,,,,,,,,,49.64%,49.64%,,,49.64%,,,,,,49.64%,49.64%,,,
drmundo,50.50%,,50.50%,,,,,,,,,,,,,,,,,50.50%,50.50%,50.50%,,50.50%,,,,,,,,,50.50%,,50.50%,50.50%,50.50%,50.50%,50.50%,,50.50%,,50.50%,,50.50%,50.50%,,,,50.50%,50.50%,,,,,,,,,50.50%,,50.50%,,,50.50%,,50.50%,,,,,,,,,50.50%,,,,,50.50%,,,,50.50%,,,,,,,50.50%,,50.50%,50.50%,50.50%,,,50.50%,,,,,,50.50%,,50.50%,50.50%,50.50%,,,,,50.50%,,50.50%,,50.50%,50.50%,,,,,,,50.50%,,50.50%,,,,50.50%,,,50.50%,50.50%,,,50.50%,50.50%,50.50%,50.50%,,,,,,,50.50%,50.50%,50.50%,50.50%,,,,50.50%,50.50%,50.50%,,50.50%,,,,,,
ekko,,,,,,51.52%,,,,,,,,51.52%,,,,51.52%,,,,,,,51.52%,,51.52%,,51.52%,51.52%,,51.52%,,,,,,,51.52%,51.52%,51.52%,51.52%,,,,,51.52%,,51.52%,51.52%,,,,,,,51.52%,,,,51.52%,,51.52%,51.52%,,,,,51.52%,,51.52%,,,,,,,,,,,,51.52%,,,,,51.52%,,51.52%,51.52%,,,,51.52%,51.52%,,51.52%,,,51.52%,51.52%,,,,51.52%,,,,,51.52%,,,,51.52%,,51.52%,,,,51.52%,,,,,,,,51.52%,51.52%,,,,,51.52%,,,,51.52%,,,,,,,51.52%,51.52%,,,51.52%,51.52%,51.52%,,,51.52%,,,,,51.52%,51.52%,,,,,51.52%
elise,,,,,,50.82%,,,,,,,,50.82%,,,,50.82%,,,,,,,50.82%,,50.82%,50.82%,,50.82%,,50.82%,,,,,,,50.82%,50.82%,50.82%,50.82%,,,,,50.82%,,50.82%,50.82%,,,,,,,50.82%,,,,50.82%,,50.82%,50.82%,,,,,50.82%,,50.82%,,,,,,,,,,,,50.82%,,,,,50.82%,,50.82%,50.82%,,,,50.82%,50.82%,,50.82%,,,50.82%,50.82%,,,,50.82%,,,,,50.82%,,,,50.82%,,50.82%,,,,50.82%,,,,,,,,50.82%,50.82%,,,,,50.82%,,,,50.82%,,,,,,,50.82%,50.82%,,,50.82%,50.82%,50.82%,,,50.82%,,,,,50.82%,50.82%,,,,,50.82%
evelynn,,,,,,51.00%,,,,,,,,51.00%,,,,51.00%,,,,,,,51.00%,,51.00%,51.00%,51.00%,,,51.00%,,,,,,,51.00%,51.00%,51.00%,51.00%,,,,,51.00%,,51.00%,51.00%,,,,,,,51.00%,,,,51.00%,,51.00%,51.00%,,,,,51.00%,,51.00%,,,,,,,,,,,,51.00%,,,,,51.00%,,51.00%,51.00%,,,,51.00%,51.00%,,51.00%,,,51.00%,51.00%,,,,51.00%,,,,,51.00%,,,,51.00%,,51.00%,,,,51.00%,,,,,,,,51.00%,51.00%,,,,,51.00%,,,,51.00%,,,,,,,51.00%,51.00%,,,51.00%,51.00%,51.00%,,,51.00%,,,,,51.00%,51.00%,,,,,51.00%
ezreal,,,,,,,,,48.36%,48.36%,,,,,,,,,48.36%,,,,48.36%,,,48.36%,,,,,,,,,,,,,,,,,,48.36%,,,,,,,,48.36%,48.36%,48.36%,48.36%,,,,,,,,,,,48.36%,,,,,,,48.36%,,,,,,,48.36%,,,,,,,,,48.36%,,,,,,,,,,,,,,,,,,,,,48.36%,,48.36%,48.36%,,,,,,,48.36%,,48.36%,,,48.36%,,,,,,,,,48.36%,,,,48.36%,,,48.36%,48.36%,,,,,,,,,,48.36%,48.36%,,,48.36%,,,,,,48.36%,48.36%,,,
fiddlesticks,,,,,,52.29%,,,,,,,,52.29%,,,,52.29%,,,,,,,52.29%,,52.29%,52.29%,52.29%,52.29%,,,,,,,,,52.29%,52.29%,52.29%,52.29%,,,,,52.29%,,52.29%,52.29%,,,,,,,52.29%,,,,52.29%,,52.29%,52.29%,,,,,52.29%,,52.29%,,,,,,,,,,,,52.29%,,,,,52.29%,,52.29%,52.29%,,,,52.29%,52.29%,,52.29%,,,52.29%,52.29%,,,,52.29%,,,,,52.29%,,,,52.29%,,52.29%,,,,52.29%,,,,,,,,52.29%,52.29%,,,,,52.29%,,,,52.29%,,,,,,,52.29%,52.29%,,,52.29%,52.29%,52.29%,,,52.29%,,,,,52.29%,52.29%,,,,,52.29%
fiora,51.39%,,51.39%,,,,,,,,,,,,,,,,,51.39%,51.39%,51.39%,,51.39%,,,51.39%,,,,,,,,51.39%,51.39%,51.39%,51.39%,51.39%,,51.39%,,51.39%,,51.39%,51.39%,,,,51.39%,51.39%,,,,,,,,,51.39%,,51.39%,,,51.39%,,51.39%,,,,,,,,,51.39%,,,,,51.39%,,,,51.39%,,,,,,,51.39%,,51.39%,51.39%,51.39%,,,51.39%,,,,,,51.39%,,51.39%,51.39%,51.39%,,,,,51.39%,,51.39%,,51.39%,51.39%,,,,,,,51.39%,,51.39%,,,,51.39%,,,51.39%,51.39%,,,51.39%,51.39%,51.39%,51.39%,,,,,,,51.39%,51.39%,51.39%,51.39%,,,,51.39%,51.39%,51.39%,,51.39%,,,,,,
fizz,,50.29%,50.29%,50.29%,,,50.29%,50.29%,,,50.29%,50.29%,,,,,,,,,50.29%,50.29%,50.29%,,50.29%,,,50.29%,,,,,,,50.29%,50.29%,,,50.29%,,,,,50.29%,,50.29%,,,,,50.29%,,,,,,,50.29%,50.29%,50.29%,,50.29%,,,,,,50.29%,,,,50.29%,,,50.29%,50.29%,50.29%,,,,,50.29%,50.29%,,,,50.29%,,,,,,50.29%,,,,,50.29%,50.29%,,,,,,,,,,50.29%,,,,,,,,,,,,,50.29%,,,50.29%,50.29%,50.29%,,50.29%,50.29%,,,,50.29%,,,50.29%,,,,,,50.29%,50.29%,50.29%,,,50.29%,50.29%,,,50.29%,,50.29%,,50.29%,50.29%,,,,50.29%,,50.29%,,50.29%,
galio,,51.28%,51.28%,51.28%,,,51.28%,51.28%,,,51.28%,51.28%,,,,,,,,,51.28%,51.28%,51.28%,,51.28%,,,51.28%,,,,,,51.28%,,51.28%,,,51.28%,,,,,51.28%,,51.28%,,,,,51.28%,,,,,,,51.28%,51.28%,51.28%,,51.28%,,,,,,51.28%,,,,51.28%,,,51.28%,51.28%,51.28%,,,,,51.28%,51.28%,,,,51.28%,,,,,,51.28%,,,,,51.28%,51.28%,,,,,,,,,,51.28%,,,,,,,,,,,,,51.28%,,,51.28%,51.28%,51.28%,,51.28%,51.28%,,,,51.28%,,,51.28%,,,,,,51.28%,51.28%,51.28%,,,51.28%,51.28%,,,51.28%,,51.28%,,51.28%,51.28%,,,,51.28%,,51.28%,,51.28%,
